CtNumero;NU_ProcessoLicitacao;CtVigenciaInicio;CtVigenciaTermino2;Tempo;OrNome;Credor;ObNome;CtValorTotal;Textbox7;CtValorTotal1
0129/2023;19.000.025646.2022;12/05/2023;31/12/2023;7;SES - 25.0001;01.896.764/0001-70 - DIASORIN LTDA;MATERIAL DA ÁREA DE SAÚDE;720.400,00;7.452 CONTRATOS;14.786.237.936,49
0130/2023;25.000.000135.2023;12/05/2023;08/11/2023;6;SES - 25.0001;04.752.991/0001-10 - BIOMM S.A.;MEDICAMENTOS;2.160.000,00;7.452 CONTRATOS;14.786.237.936,49
0199/2022;25.203.007367.2022;12/05/2023;09/11/2023;6;MFD- 25.0301;40.787.152/0001-09 - CIRUFARMA COMERCIAL LTDA;MATERIAL MÉDICO-HOSPITALAR;34.771,55;7.452 CONTRATOS;14.786.237.936,49
0001/2023;;10/05/2023;31/12/2023;7;SECOM - 29.0001;26.242.393/0001-33 - HOMEOFFICE CADEIRAS LTDA        ;MÓVEIS, MÁQUINAS E EQUIPAMENTOS PARA ESCRITÓRIO;20.295,00;7.452 CONTRATOS;14.786.237.936,49
0001/2023;11.000.000038.2023;10/05/2023;09/05/2024;12;CGE - 11.0001 ;43.503.312/0001-20 - INF DE SA TECNOLOGIA, SEGURANÇA E CLIMATIZACAO LTDA;SERVIÇOS;16.798,32;7.452 CONTRATOS;14.786.237.936,49
0002/2023;19.000.001874.2019;10/05/2023;31/12/2023;7;CHCF - 25.0501 ;29.032.826/0001-14 - DATA MEDICAL PRODUTOS MEDICOS HOSPITALARES;MATERIAL MÉDICO-HOSPITALAR;4.600,00;7.452 CONTRATOS;14.786.237.936,49
0005/2023;19.000.001874.2019;10/05/2023;31/12/2023;7;CHCF - 25.0501 ;17.094.914/0001-61 - UNIDAS MEDICAL IMPORTAÇÃO E EXPORTAÇÃO LTDA;MATERIAL MÉDICO-HOSPITALAR;53.400,00;7.452 CONTRATOS;14.786.237.936,49
0006/2023; 19.000.021309.2022 ;10/05/2023;23/04/2024;11;EMPREENDER - 77.0001;07.227.808/0001-55 - BJ COMERCIO DE ALIMENTOS LTDA;MATERIAL DE CONSUMO;3.907,50;7.452 CONTRATOS;14.786.237.936,49
0008/2023;19.000.015552.2021;10/05/2023;31/12/2023;7;PM/PB - 15.0001;00.301.402/0001-26 - MARIA DE FÁTIMA SILVA SOUZA;GÊNEROS ALIMENTÍCIOS;292,38;7.452 CONTRATOS;14.786.237.936,49
0009/2023;19.000.015552.2021;10/05/2023;31/12/2023;7;PM/PB - 15.0001;30.397.976/0001-00 - LL COMÉRCIO DE ALIMENTOS EIRELI;GÊNEROS ALIMENTÍCIOS;1.821,00;7.452 CONTRATOS;14.786.237.936,49
0011/2023;31.204.000761.2023;10/05/2023;31/12/2024;19;CEHAP - 31.0401;03.775.588/0001-43 - SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI;OUTRAS ASSISTÊNCIAS SOCIAIS;438.137,30;7.452 CONTRATOS;14.786.237.936,49
0012/2023;25.215.000062.2022;10/05/2023;05/11/2023;6;HEETSHL - 25.1501;17.227.485/0001-53 - L G PRODUTOS HOSPITALARES LTDA;MATERIAL MÉDICO-HOSPITALAR;180,00;7.452 CONTRATOS;14.786.237.936,49
0058/2023;25.510.021102.2022;11/05/2023;31/12/2023;7;FPGS 25.5101;49.354.820/0001-70 - ASYS TECNOLOGIA LTDA;MÓVEIS, MÁQUINAS E EQUIPAMENTOS PARA ESCRITÓRIO;15.579,00;7.452 CONTRATOS;14.786.237.936,49
0059/2023;25.510.021102.2022;11/05/2023;31/12/2023;7;FPGS 25.5101;32.597.474/0001-59 - STOKMETAL COMERCIO DE MOVEIS LTDA;MÓVEIS, MÁQUINAS E EQUIPAMENTOS PARA ESCRITÓRIO;18.400,00;7.452 CONTRATOS;14.786.237.936,49
0064/2023;25.510.004102.2022 ;11/05/2023;11/05/2024;12;FPGS 25.5101;21.137.143/0001-10 - CENTRAL BRASIL INSTRUMENTOS DE MEDICAO LTDA;SERVIÇO ESPECIALIZADO;1.999,98;7.452 CONTRATOS;14.786.237.936,49
0068/2023;25.215.000108.2022;11/05/2023;06/11/2023;6;HEETSHL - 25.1501;22.465.640/0001-00 - MJ COMERCIO DE ARTIGOS MEDICOS E ORTOPEDICOS LTDA;MATERIAL MÉDICO-HOSPITALAR;196,00;7.452 CONTRATOS;14.786.237.936,49
0084/2023;31.206.009447.2023;11/05/2023;07/11/2023;6;CAGEPA - 31.0601;70.093.943/0001-91 - PROJETA-PREMOLDADOS E ENGENHARIA LTDA;AMPLIAÇÃO E CONSERVAÇÃO DE REDE DE DISTRIB. D'ÁGUA;6.112.463,61;7.452 CONTRATOS;14.786.237.936,49
0091/2023;22.201.000088.2023;11/05/2023;11/05/2024;12;FUNESC - 33.0101;09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇÃO S.A. - EPC;SERVIÇO ESPECIALIZADO;30.000,00;7.452 CONTRATOS;14.786.237.936,49
0092/2023;25.215.000159.2022 ;11/05/2023;06/11/2023;6;HEETSHL - 25.1501;38.320.250/0001-81 - A J ALVES DIAS ;MATERIAL DE CONSUMO;470.867,20;7.452 CONTRATOS;14.786.237.936,49
0094/2023;25.215.000159.2022 ;11/05/2023;06/11/2023;6;HEETSHL - 25.1501;07.807.909/0001-03 - TRIUNFO CONSTRUÇOES LTDA;MATERIAL DE CONSUMO;32.243,70;7.452 CONTRATOS;14.786.237.936,49
0100/2023;25.215.000145.2022;11/05/2023;06/11/2023;6;HEETSHL - 25.1501;39.432.332/0001-80 - JAC COMÉRCIO DE PRODUTOS EIRELI;GÊNEROS ALIMENTÍCIOS;30.349,20;7.452 CONTRATOS;14.786.237.936,49
0106/2023;27.000.002165.2022;11/05/2023;11/05/2024;12;SEDH - 27.0001;27.274.937/0001-01 - ALBERTO PAULINO DA SILVA - ME;OBRAS;195.987,17;7.452 CONTRATOS;14.786.237.936,49
0113/2023;25.000.010305.2022;11/05/2023;07/11/2023;6;SES - 25.0001;15.218.561/0001-39 - NNMED - DISTRIBUIÇÃO, IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA;MATERIAL MÉDICO-HOSPITALAR;48.384,18;7.452 CONTRATOS;14.786.237.936,49
0001/2023;;09/05/2023;09/05/2028;60;SES - 25.0001;09.084.815/0001-70 - PREFEITURA MUNICIPAL DE PATOS;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0002/2023;19.000.021309.2022;09/05/2023;31/12/2023;7;SEPLAG - 37.0001;07.227.808/0001-55 - BJ COMERCIO DE ALIMENTOS LTDA;FORNECIMENTO E MANUTENÇÃO DE ÁGUA;3.126,00;7.452 CONTRATOS;14.786.237.936,49
0002/2023;;09/05/2023;09/05/2028;60;SES - 25.0001;08.993.917/0001-46 - PREFEITURA MUNICIPAL DE CAMPINA GRANDE;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0002/2023;16.000.000002.2022;09/05/2023;04/11/2023;6;SEAFDS - 16.0001;46.661.196/0001-66 - F PJ AMORIM LTDA;SEMENTES, MUDAS E PLANTAS;155.900,88;7.452 CONTRATOS;14.786.237.936,49
0006/2023;;09/05/2023;08/05/2024;12;DETRAN - 26.0101;08.917.106/0001-66 - PREFEITURA MUNICIPAL DE MARI-PB;TERMO DE CESSÃO DE USO;;7.452 CONTRATOS;14.786.237.936,49
0013/2023;;09/05/2023;08/10/2024;17;CEHAP - 31.0401;16.670.085/0001-55 - LOCALIZA RENT A CAR S/A;LOCAÇÃO DE VEÍCULOS;397.822,32;7.452 CONTRATOS;14.786.237.936,49
0014/2023;25.206.000051.2023;10/05/2023;10/05/2024;12;CPAM - 25.0601;09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇÃO S/A;ASSINATURA DE JORNAIS E REVISTAS;48.000,00;7.452 CONTRATOS;14.786.237.936,49
0015/2023;19.000.013197.2021;10/05/2023;10/08/2023;3;CPAM - 25.0601;17.020.542/0001-29 - DISTRIBUIDORA BRAZMAC LTDA.;GÊNEROS ALIMENTÍCIOS;152.495,64;7.452 CONTRATOS;14.786.237.936,49
0016/2023;21.201.000750.2023;09/05/2023;09/05/2025;24;CINEP - 21.0101;19.207.352/0001-40 - LE CARD ADMINISTRADORA DE CARTOES LTDA;SERVIÇOS;1.632.000,00;7.452 CONTRATOS;14.786.237.936,49
0019/2023;19.000.042330.2020;10/05/2023;31/12/2023;7;SEAP - 24.0001;45.579.602/0001-83 - MAIS DISTRIBUIÇÕES PB COMÉRCIO E SERVIÇOS LTDA;MATERIAL PERMANENTE;74.541,00;7.452 CONTRATOS;14.786.237.936,49
0021/2023;25.208.000005.2023;09/05/2023;05/11/2023;6;HRP 25-0801;05.329.135/0003-80 - ALEXSANDRO SANTOS DA SILVA LTDA ;SERVIÇOS;254.340,00;7.452 CONTRATOS;14.786.237.936,49
0026/2023;19.000.006077.2019;10/05/2023;31/12/2023;7;CHCF - 25.0501 ;35.104.506/0001-25 - MOURA DISTRIBUIDORA LTDA;GÊNEROS ALIMENTÍCIOS;61.021,88;7.452 CONTRATOS;14.786.237.936,49
0027/2023;19.000.006077.2019;10/05/2023;31/12/2023;7;CHCF - 25.0501 ;07.526.979/0001-85 - RAIMUNDO ALDEMAR FONSECA PIRES - EPP;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;58.716,00;7.452 CONTRATOS;14.786.237.936,49
0032/2023;31.205.00695.2023;09/05/2023;09/08/2023;3;SUDEMA - 34.0101;28.278.499/0001-12 - TEILEN SOLUÇÕES EM SERVIÇOS LTDA.;OUTROS SERVIÇOS ESPECIALIZADOS;3.550,80;7.452 CONTRATOS;14.786.237.936,49
0033/2023;30.000.001002.2023;09/05/2023;08/05/2025;24;SEAD - 19.0001;15.558.183/0001-32 - SILVEIRA CRISPIM LTDA;LOCAÇÃO DE BENS IMÓVEIS;539.340,00;7.452 CONTRATOS;14.786.237.936,49
0034/2023;30.000.001949.2023;09/05/2023;08/05/2025;24;SEAD - 19.0001;04.302.609/0001-76 - VIMAEL IMOBILIÁRIA E PUBLICIDADE LTDA;LOCAÇÃO DE BENS IMÓVEIS;732.000,00;7.452 CONTRATOS;14.786.237.936,49
0040/2023;19.000.016303.2022;10/05/2023;31/12/2023;7;HEETSHL - 25.1501;05.672.519/0001-30 - PADARIA PONTES LTDA - ME;GÊNEROS ALIMENTÍCIOS;46.003,80;7.452 CONTRATOS;14.786.237.936,49
0072/2023;31.206.031380.2022;09/05/2023;05/11/2023;6;CAGEPA - 31.0601;28.672.087/0028-82 - SAINT-GOBAIN CANALIZAÇÃO LTDA;MATERIAL DE USO ESPECÍFICO;36.962.404,98;7.452 CONTRATOS;14.786.237.936,49
0094/2023;25.000.004562.2022;09/05/2023;05/11/2023;6;SES - 25.0001;42.004.633/0001-18 - HEART MEDICAL MATERIAL HOSPITALAR LTDA;MATERIAL DA ÁREA DE SAÚDE;18.268,38;7.452 CONTRATOS;14.786.237.936,49
0112/2023;19.000.025019.2020;10/05/2023;31/12/2023;7;SES - 25.0001;60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA;MEDICAMENTOS;2.457.540,00;7.452 CONTRATOS;14.786.237.936,49
0007/2023;25.203.013418.2022;08/05/2023;03/10/2023;5;MFD- 25.0301;03.149.182/0001-55 - CLINUTRI LTDA;MATERIAL DE CONSUMO;306.000,00;7.452 CONTRATOS;14.786.237.936,49
0009/2023;28.000.000090.2023;08/05/2023;06/10/2024;17;PCOOPERAR - 28.0001;50.475.825/0001-30 - CONSÓRCIO SEMPRE PARAÍBA;OBRAS ESPECÍFICAS;9.336.540,75;7.452 CONTRATOS;14.786.237.936,49
0010/2023;28.000.000090.2023;08/05/2023;08/07/2024;14;PCOOPERAR - 28.0001;50.566.497/0001-88 - CONSÓRCIO CAMINHOS DO FUTURO;OBRAS ESPECÍFICAS;6.453.788,68;7.452 CONTRATOS;14.786.237.936,49
0016/2023;21.202.000003.2023;08/05/2023;06/06/2023;1;PBTUR 21.0201;11.282.765/0001-88 - FOCO OPERADORA DE TURISMO E EVENTOS LTDA;SERVIÇO ESPECIALIZADO NA ÁREA TURÍSTICA;74.500,00;7.452 CONTRATOS;14.786.237.936,49
0030/2023;31.202.003596.2022;08/05/2023;29/08/2024;15;SUPLAN - 31.0201;04.328.497/0001-22 - ML DANTAS CONSTRUÇÕES EIRELI - EPP ;OBRAS;995.115,76;7.452 CONTRATOS;14.786.237.936,49
0035/2023;19.000.006077.2019;08/05/2023;31/12/2023;7;MFD- 25.0301;35.104.506/0001-25 - MOURA DISTRIBUIDORA LTDA;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;37.465,60;7.452 CONTRATOS;14.786.237.936,49
0038/2023;19.000.017962.2022;08/05/2023;31/12/2023;7;HEETSHL - 25.1501;19.791.896/0166-00 - SUPERGASBRAS ENERGIA LTDA ;GÁS LIQUEFEITO DE PETRÓLEO - GLP;92.800,00;7.452 CONTRATOS;14.786.237.936,49
0039/2023;19.000.017962.2022;08/05/2023;31/12/2023;7;HEETSHL - 25.1501;09.266.128/0001-76 - SOS GAS LTDA;GÁS LIQUEFEITO DE PETRÓLEO - GLP;1.287,00;7.452 CONTRATOS;14.786.237.936,49
0044/2023;25.215.000148.2022;08/05/2023;03/11/2023;6;HEETSHL - 25.1501;00.394.204/0001-54 - AMS GERADORES E SERVIÇOS LTDA ;MANUTENÇÃO E RECUPERAÇÃO;132.000,00;7.452 CONTRATOS;14.786.237.936,49
0054/2023;25.215.000143.2022R1;08/05/2023;03/11/2023;6;HEETSHL - 25.1501;05.932.624/0001-60 - MEGAMED COMERCIO LTDA;MATERIAL MÉDICO-HOSPITALAR;31.800,00;7.452 CONTRATOS;14.786.237.936,49
0082/2023;25.215.000185.2022;08/05/2023;03/11/2023;6;HEETSHL - 25.1501;19.960.546/0001-12 - J.L. PRODUTOS ALIMENTÍCIOS EIRELI;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;24.840,00;7.452 CONTRATOS;14.786.237.936,49
0084/2023;25.215.000185.2022;08/05/2023;03/11/2023;6;HEETSHL - 25.1501;06.948.769/0001-12 - TECNOCENTER MATERIAIS MÉDICOS HOSPITALARES LTDA;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;6.636,12;7.452 CONTRATOS;14.786.237.936,49
0087/2023;25.215.000185.2022;08/05/2023;03/11/2023;6;HEETSHL - 25.1501;15.218.561/0001-39 - NNMED DISTRUIBUIÇÃO, IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;201,72;7.452 CONTRATOS;14.786.237.936,49
0107/2023;25.000.004562.2022;09/05/2023;05/11/2023;6;SES - 25.0001;54.858.014/0009-27 - ESSITY SOLUCOES MEDICAS DO BRASIL COMERCIO E DISTRIBUICAO LTDA;MATERIAL DA ÁREA DE SAÚDE;131.173,50;7.452 CONTRATOS;14.786.237.936,49
0110/2023;25.000.003198.2022;09/05/2023;31/12/2023;7;SES - 25.0001;20.081.283/0001-50 - MAX BIG COMÉRCIO ATACADISTA DE MATERIAL DE LIMPEZA EIRELI ME;MATERIAL DE LIMPEZA E EMBALAGEM;54.298,50;7.452 CONTRATOS;14.786.237.936,49
0112/2023;22.204.002207.2022;09/05/2023;31/12/2023;7;UEPB - 35.0401;28.302.534/0001-91 - JSA COMÉRCIO E SERVIÇOS LTDA – ME;MATERIAL DE CONSUMO;13.266,90;7.452 CONTRATOS;14.786.237.936,49
0118/2023;22.204.007215.2022;09/05/2023;31/12/2023;7;UEPB - 35.0401;47.270.248/0001-36 - CURITIBA COMERCIO DE PNEUMATICOS E TINTAS LTDA;MATERIAL DE CONSUMO;1.507,50;7.452 CONTRATOS;14.786.237.936,49
0120/2023;;09/05/2023;07/08/2023;3;SEE - 22.0001;08.767.154/0001-15 - PREFEITURA MUNICIPAL DE BREJO DO CRUZ;DOAÇÕES;;7.452 CONTRATOS;14.786.237.936,49
0130/2023;22.204.001998.2023;09/05/2023;31/12/2023;7;UEPB - 35.0401;35.907.949/0001-54 - E F DOS SANTOS LTDA;SERVIÇOS;175.000,00;7.452 CONTRATOS;14.786.237.936,49
0136/2023;19.000.026480.2020;09/05/2023;09/08/2023;3;SEDH - 27.0001;22.486.978/0001-48 - J. R. COMERCIO E LOCAÇÃO DE VEICULOS LTDA;MATERIAL DE CONSUMO;2.381,62;7.452 CONTRATOS;14.786.237.936,49
0002/2023;;05/05/2023;31/12/2023;7;FUNDAC - 27.0101;46.671.750/0001-96 - RD COMÉRCIO E SERVIÇOS LTDA;MATERIAL PERMANENTE;52.925,00;7.452 CONTRATOS;14.786.237.936,49
0006/2023;25.220.000003.2023;05/05/2023;01/11/2023;6;HDPSRC -25.1801;08.856.937/0001-75 - ADEMILTON NOGUEIRA ME;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;121.500,00;7.452 CONTRATOS;14.786.237.936,49
0007/2023;25.220.000003.2023;05/05/2023;01/11/2023;6;HDPSRC -25.1801;30.270.669/0001-64 - EFF DISTRIBUIDORA LTDA;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;25.830,00;7.452 CONTRATOS;14.786.237.936,49
0008/2023;25.220.000003.2023;05/05/2023;01/11/2023;6;HDPSRC -25.1801;00.248.741/0001-96 - JOSE CLAUDIVAN DE OLIVEIRA;GÊNEROS ALIMENTÍCIOS / HOSPITAIS;24.180,00;7.452 CONTRATOS;14.786.237.936,49
0010/2023;25.210.000003.2023;05/05/2023;01/11/2023;6;HRDJC- 25.1001;33.803.242/0001-72 - CLINDIMAGEM CLINICA DE DIAGNOSTICO POR IMAGEM EIRELI;SERVIÇO ESPECIALIZADO NA ÁREA DE SAÚDE;2.092.500,00;7.452 CONTRATOS;14.786.237.936,49
0011/2023;25.210.000553.2022;05/05/2023;01/11/2023;6;HRDJC- 25.1001;10.464.359/0001-73 - RD HOSPITALAR MANUTENÇOES E SERVIÇOS TECNICOS LTDA;MANUTENÇÃO E RECUPERAÇÃO;454.200,00;7.452 CONTRATOS;14.786.237.936,49
0017/2023;21.201.000290.2023;05/05/2023;03/08/2023;3;CINEP - 21.0101;08.116.783/0001-85 - ASSOCIAÇÃO PARA O DESENVOLVIMENTO IMOBILIÁRIO E TURÍSTICO DO BRASIL;EVENTOS;45.000,00;7.452 CONTRATOS;14.786.237.936,49
0017/2023;25.240.000381.2022;05/05/2023;05/11/2023;6;HCCG - 25.4201;18.836.913/0001-08 - CIRURTECH COMÉRCIO E MANUTENÇÃO DE MATERIAIS CIRÚRGICOS LTDA;SERVIÇO ESPECIALIZADO NA ÁREA DE SAÚDE;300.000,00;7.452 CONTRATOS;14.786.237.936,49
0025/2023;25.215.000040.2022;05/05/2023;31/10/2023;5;HEETSHL - 25.1501;10.293.279/0001-00 - SUPRIMED COMERCIO MATERIAL HOSPITALAR LTDA;MEDICAMENTOS;19.485,00;7.452 CONTRATOS;14.786.237.936,49
0078/2023;31.206.000528.2023;05/05/2023;05/11/2023;6;CAGEPA - 31.0601;11.109.083/0001-78 - NÉLIA MARIA CYRINO LEAL INDÚSTRIA DE MATERIAIS FUNDIDOS LTDA;MATERIAL DE USO ESPECÍFICO;53.000,00;7.452 CONTRATOS;14.786.237.936,49
0081/2023;31.206.000697.2023;05/05/2023;04/05/2024;12;CAGEPA - 31.0601;17.602.864/0001-86 - DELTA INDÚSTRIA E COMÉRCIO LTDA;PRODUTOS QUÍMICOS;1.873.814,00;7.452 CONTRATOS;14.786.237.936,49
0088/2023;25.215.000047.2022;08/05/2023;03/11/2023;6;HEETSHL - 25.1501;01.309.949/0001-30 - 1001 SERVIÇOS ENGENHARIA E CONSTRUÇÃO LTDA;SERVIÇO DE LIMPEZA E CONSERVAÇÃO;143.000,00;7.452 CONTRATOS;14.786.237.936,49
0093/2023;25.215.000159.2022;08/05/2023;03/11/2023;6;HEETSHL - 25.1501;29.619.153/0001-01 - JEMM COMERCIO DE MATERIAL DE CONSTRUÇÃO LTDA;MATERIAL DE CONSUMO;335.182,00;7.452 CONTRATOS;14.786.237.936,49
0103/2023;25.000.004696.2023;05/05/2023;01/11/2023;6;SES - 25.0001;29.521.159/0001-33 - HOSPITAL MILAGRES SERVIÇOS DE SAÚDE EIRELI EPP;SERVIÇO DE SAÚDE;155.500,00;7.452 CONTRATOS;14.786.237.936,49
0105/2023;25.000.007008.2023;08/05/2023;04/11/2023;6;SES - 25.0001;44.634.275/0001-52 - MONTENEGRO E NAARA SERVIÇOS EM SAÚDE E HOMECARE LTDA;SERVIÇO DE SAÚDE;134.028,00;7.452 CONTRATOS;14.786.237.936,49
0106/2023;25.000.003198.2022;08/05/2023;31/12/2023;7;SES - 25.0001;07.631.411/0001-24 - MJ COMERCIO DE MOVEIS EIRELI;MATERIAL DE LIMPEZA E EMBALAGEM;9.166,08;7.452 CONTRATOS;14.786.237.936,49
0144/2023;25.203.000604.2022;08/05/2023;05/10/2023;5;MFD- 25.0301;12.520.483/0001-34 - MEIRELLES DISTRIBUIDORA DE MEDICAMENTOS LTDA;MATERIAL MÉDICO-HOSPITALAR;62.546,20;7.452 CONTRATOS;14.786.237.936,49
0147/2023;25.203.000604.2022;08/05/2023;03/10/2023;5;MFD- 25.0301;23.680.034/0001-70 - D. ARAÚJO COMERCIAL EIRELI-ME;MATERIAL MÉDICO-HOSPITALAR;8.370,00;7.452 CONTRATOS;14.786.237.936,49
0148/2022;25.203.000604.2022;08/05/2023;03/10/2023;5;MFD- 25.0301;18.588.224/0001-21 - NACIONAL COMÉRCIO E REPRESENTAÇÃO EIRELI;MATERIAL MÉDICO-HOSPITALAR;4.651,20;7.452 CONTRATOS;14.786.237.936,49
020//2023;31.203.000018.2023;08/05/2023;08/05/2024;12;DOCAS - 31.0301;50.371.857/0001-96 - GUERRA COMÉRCIO E SERVIÇOS LTDA;MANUTENÇÃO E RECUPERAÇÃO;28.800,00;7.452 CONTRATOS;14.786.237.936,49
0001/2023;27.203.000002.2023;04/05/2023;04/05/2025;24;LOTEP - 20.0301;92.559.830/0001-71 -  GREEN CARD S/A REFEIÇÕES COMÉRCIO E SERVIÇOS. ;FORNECIMENTO DE REFEIÇÕES;216.000,00;7.452 CONTRATOS;14.786.237.936,49
0004/2023;27.201.000436.2022;04/05/2023;31/12/2023;7;FUNDAC - 27.0101;41.597.891/0001-92 - EXCLUSIVA COMÉRCIO E SERVIÇOS PAPELARIA E INFORMATICA LTDA;MATERIAL DE EXPEDIENTE;4.337,60;7.452 CONTRATOS;14.786.237.936,49
0005/2023;;04/05/2023;03/05/2028;60;SEAD - 19.0001;08.870.164/0001-81 - PREFEITURA MUNICIPAL DE CONGO;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0022/2023;;04/05/2023;04/05/2024;12;FUNDAC - 27.0101;16.670.085/0001-55 - LOCALIZA RENT A CAR S/A;LOCAÇÃO DE VEÍCULOS;396.434,64;7.452 CONTRATOS;14.786.237.936,49
0024/2023;;04/05/2023;04/11/2023;6;PC - 38.0001;02.604.236/0001-62 - LAYOUT MÓVEIS PARA ESCRITÓRIO LTDA;AQUISIÇÃO DE BENS MÓVEIS;919.354,00;7.452 CONTRATOS;14.786.237.936,49
0024/2023;25.242.000008.2023;04/05/2023;03/11/2023;6;UPAGUARABIRA 25.4401;12.040.718/0001-90 - GRADUAL COMÉRCIO E SERVIÇOS EIRELI;MEDICAMENTOS;56.336,00;7.452 CONTRATOS;14.786.237.936,49
0025/2023;25.242.000008.2023;04/05/2023;03/11/2023;6;UPAGUARABIRA 25.4401;15.218.561/0001-39 - NNMED – DISTRIBUIÇÃO, IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA;MEDICAMENTOS;26.640,00;7.452 CONTRATOS;14.786.237.936,49
0026/2023;25.242.000008.2023;04/05/2023;03/11/2023;6;UPAGUARABIRA 25.4401;40.787.152/0001-09 - CIRUFARMA COMERCIAL LTDA;MEDICAMENTOS;60.874,00;7.452 CONTRATOS;14.786.237.936,49
0027/2023;25.242.000008.2023;04/05/2023;03/11/2023;6;UPAGUARABIRA 25.4401;12.520.483/0001-34 - MEIRELES DISTRIBUIDORA DE MEDICAMENTOS LTDA;MEDICAMENTOS;2.947,70;7.452 CONTRATOS;14.786.237.936,49
0028/2023;25.242.000008.2023;04/05/2023;03/11/2023;6;UPAGUARABIRA 25.4401;03.246.587/0001-01 - SUFRAMED COMÉRCIO DE MATERIAIS MÉDICO HOSPITALAR LTDA;MEDICAMENTOS;25.124,20;7.452 CONTRATOS;14.786.237.936,49
0052/2023;26.201.000636.2023;04/05/2023;02/05/2025;24;DETRAN - 26.0101;47.148.746/0001-00 - PSICOARM SAUDE MENTAL LTDA;SERVIÇO ESPECIALIZADO;14.939,64;7.452 CONTRATOS;14.786.237.936,49
0053/2023;26.201.006961.2023;04/05/2023;03/05/2025;24;DETRAN - 26.0101;46.733.393/0001-43 - CONFIANCE MEDICINA INTEGRADA LTDA;SERVIÇO ESPECIALIZADO;14.939,64;7.452 CONTRATOS;14.786.237.936,49
0054/2023;26.201.001578.2023;04/05/2023;03/05/2024;12;DETRAN - 26.0101;28.666.743/0001-14 - PSICOSAÚDE- CLÍNICA DE PSICOLOGIA E AVALIAÇÃO PSICOLÓGICA LTDA;SERVIÇO ESPECIALIZADO;12.173,04;7.452 CONTRATOS;14.786.237.936,49
0055/2023;26.201.009000.2023;04/05/2023;31/10/2023;5;DETRAN - 26.0101;24.554.773/0001-88 - MANASEG SERVIÇOS, COMERCIO E MONITORAMENTO DE SEGURANÇA ELETRÔNICA - EIRELI;OUTROS SERVIÇOS ESPECIALIZADOS;107.700,00;7.452 CONTRATOS;14.786.237.936,49
0056/2023;26.201.007178.2023;04/05/2023;03/05/2024;12;DETRAN - 26.0101;48.364.238/0001-22 - CLINAP DE AVALIAÇÃO PSICOLOGICA LTDA;SERVIÇO ESPECIALIZADO;24.346,08;7.452 CONTRATOS;14.786.237.936,49
0100/2023;25.000.001084.2023;04/05/2023;31/10/2023;5;SES - 25.0001;04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLÓGICOS LTDA;MEDICAMENTOS;75.200,00;7.452 CONTRATOS;14.786.237.936,49
0101/2023;25.000.000063.2023;04/05/2023;31/10/2023;5;SES - 25.0001;33.009.945/0002-04 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS;MEDICAMENTOS;4.777.428,00;7.452 CONTRATOS;14.786.237.936,49
0104/2023;19.000.022689.2022;05/05/2023;31/12/2023;7;SES - 25.0001;12.255.403/0001-60 - IMEX MEDICAL COMÉRCIO E LOCAÇÃO LTDA;EQUIPAMENTOS;630.000,00;7.452 CONTRATOS;14.786.237.936,49
0111/2023;27.000.003956.2022;05/05/2023;31/12/2023;7;SEDH - 27.0001;03.160.525/0001-82 - NORT FRUT EIREL;GÊNEROS ALIMENTÍCIOS;25.714,32;7.452 CONTRATOS;14.786.237.936,49
0217/2022;25.203.008758.2022;04/05/2023;31/10/2023;5;MFD- 25.0301;42.004.633/0001-18 - HEART MEDICAL MATERIAL HOSPITALAR LTDA;MATERIAL MÉDICO-HOSPITALAR;30.434,20;7.452 CONTRATOS;14.786.237.936,49
0001/2023;25.220.000008-2023;03/05/2023;30/10/2023;5;HDPSRC -25.1801;46.018.224/0001-21 - APOIO COMPLEXO DE DIAGNÓSTICOS LABORATORIAIS LTDA;SERVIÇO ESPECIALIZADO;210.000,00;7.452 CONTRATOS;14.786.237.936,49
